3;1;1;4;1;39.7;0;0
3;0;1;1;1;11.1;0;1
2;1;1;2;1;39;0;1
3;1;1;5;2;46.9;0;0
3;1;1;1;2;20.6;0;1
3;0;10;0;2;24.2;0;0
3;1;10;3;2;27.9;0;0
3;1;11;5;2;46.9;0;0
3;0;11;4;2;31.3;0;0
1;1;11;1;2;120;0;1
2;0;13;0;1;19.5;0;1
3;0;14;0;0;7.9;0;0
1;0;14;1;2;120;0;1
3;1;14;5;2;46.9;0;0
3;1;14;4;1;39.7;0;0
1;0;15;0;1;211.3;0;1
3;0;16;5;2;46.9;0;0
3;1;16;1;3;34.4;0;0
3;1;16;0;0;9.2;0;0
3;1;16;0;0;8.1;0;1
3;1;16;4;1;39.7;0;0
3;1;16;0;0;9.5;0;0
3;1;16;2;0;18;0;0
1;0;16;0;0;86.5;0;1
3;1;16;0;0;8.1;0;0
3;1;16;1;1;20.3;0;0
3;1;16;0;0;7.8;0;0
2;1;16;0;0;26;0;0
2;1;16;0;0;10.5;0;0
1;0;16;0;1;39.4;0;1
3;0;17;4;2;7.9;0;1
2;0;17;0;0;10.5;0;1
3;1;17;0;0;8.7;0;0
3;1;17;0;0;7.1;0;0
3;1;17;0;0;8.7;0;0
3;1;17;1;0;7.1;0;0
1;0;17;1;0;57;0;1
3;1;17;0;0;8.7;0;0
3;0;18;2;0;18;0;0
3;0;18;1;0;17.8;0;0
2;1;18;0;0;11.5;0;0
3;1;18;1;1;7.9;0;0
3;1;18;0;0;8.1;0;1
2;1;18;0;0;13;0;0
3;1;18;1;0;6.5;0;0
2;1;18;0;0;73.5;0;0
2;0;18;0;2;13;0;1
3;1;18;1;1;20.2;0;0
1;0;18;0;2;79.7;0;1
2;0;18;0;1;23;0;1
3;1;18;0;0;7.8;0;0
3;0;18;0;0;9.8;0;1
3;1;18;0;0;7.8;0;0
2;1;18;0;0;11.5;0;0
3;1;18;0;0;7.8;0;0
3;0;18;0;0;7.5;0;1
3;0;18;0;0;7.8;0;0
3;1;18;0;0;8.3;0;0
3;0;18;0;1;9.4;0;1
1;1;19;3;2;263;0;0
3;1;19;0;0;8.2;0;0
1;0;19;0;2;26.3;0;1
2;1;19;1;1;36.8;0;0
2;1;19;0;0;13;0;0
3;0;19;1;0;7.9;0;1
2;1;19;0;0;10.5;0;1
2;1;19;0;0;10.5;0;0
3;1;19;0;0;8.1;0;1
3;1;19;0;0;0;0;0
3;1;19;0;0;8.1;0;0
3;1;19;0;0;7.8;0;0
2;0;19;0;0;26;0;1
2;0;19;1;0;26;0;1
3;1;19;0;0;7.9;0;0
3;1;19;0;0;14.5;0;0
3;1;19;0;0;7.9;0;0
3;1;19;0;0;10.2;0;0
3;1;19;0;0;7.7;0;0
1;1;19;1;0;53.1;0;0
3;1;19;0;0;7.9;0;0
1;0;19;0;0;30;0;1
3;1;2;3;1;21.1;0;0
3;0;2;4;2;31.3;0;0
3;0;2;0;1;10.5;0;0
1;0;2;1;2;151.6;0;0
2;1;2;1;1;26;0;1
3;0;2;0;1;12.3;0;1
2;0;2;1;1;26;0;1
3;0;2;3;2;27.9;0;0
3;1;2;4;1;39.7;0;0
3;1;20;0;0;8.1;0;0
3;1;20;0;0;7.9;0;0
3;0;20;1;0;9.8;0;0
3;1;20;0;0;7.1;0;0
3;0;20;0;0;8.7;0;0
3;1;20;0;0;9.5;0;0
3;1;20;0;0;7.9;0;0
3;1;20;1;0;7.9;0;1
3;1;20;0;0;9.2;0;0
3;1;20;0;0;8.7;0;0
3;1;20;0;0;7.9;0;0
3;1;20;0;0;9.8;0;0
3;1;21;0;0;7.3;0;0
3;1;21;0;0;8.1;0;0
3;1;21;0;0;7.8;0;0
2;0;21;0;0;10.5;0;1
2;1;21;0;0;73.5;0;0
1;1;21;0;1;77.3;0;0
3;0;21;0;0;7.7;0;1
3;1;21;0;0;7.9;0;0
2;1;21;2;0;73.5;0;0
3;1;21;0;0;7.9;0;0
3;1;21;0;0;7.8;0;1
3;0;21;1;0;9.8;0;0
3;1;21;0;0;7.8;0;0
3;0;21;2;2;34.4;0;0
3;1;21;0;0;7.3;0;0
3;1;21;0;0;8.1;0;0
3;1;21;0;0;7.9;0;0
3;1;21;0;0;16.1;0;0
1;0;21;0;0;78;0;1
3;1;21;0;0;8.4;0;0
3;1;21;0;0;8.7;0;0
2;1;21;1;0;11.5;0;0
3;1;22;1;0;7.3;0;0
3;1;22;0;0;9;0;0
3;1;22;0;0;8.1;0;0
3;0;22;0;0;7.8;0;1
1;0;22;1;0;66.6;0;1
3;1;22;0;0;7.3;0;0
3;1;22;0;0;9.4;0;0
3;1;22;0;0;7.1;0;0
3;1;22;0;0;7.9;0;0
3;1;22;0;0;7.3;0;0
2;0;22;1;1;29;0;1
1;0;22;0;1;55;0;1
3;0;22;0;0;7.3;0;1
3;1;22;0;0;7.8;0;0
3;0;22;0;0;9.8;0;0
3;1;22;0;0;7.5;0;0
3;1;22;0;0;7.9;0;0
3;0;22;0;0;7.8;0;1
3;1;22;0;0;8.1;0;0
1;0;22;0;0;151.6;0;1
3;0;22;0;0;10.5;0;0
1;0;23;3;2;263;0;1
3;1;23;0;0;9.2;0;0
2;1;23;0;0;10.5;0;0
2;1;23;2;1;11.5;0;0
3;0;23;0;0;7.6;0;1
2;1;23;0;0;13;0;0
2;1;23;0;0;13;0;0
2;1;23;0;0;13;0;0
3;1;23;0;0;7.9;0;0
3;0;23;0;0;7.9;0;0
3;1;23;0;0;7.9;0;0
3;1;24;0;0;8.1;0;0
3;1;24;0;0;7.1;0;1
3;0;24;1;0;15.9;0;1
2;0;24;0;0;13;0;0
3;1;24;0;0;7.1;0;0
2;1;24;0;0;10.5;0;0
2;0;24;0;2;14.5;0;1
3;0;24;0;0;8.9;0;0
3;1;24;0;0;7.9;0;0
2;0;24;1;0;26;0;1
1;0;24;3;2;263;0;1
2;0;24;0;0;13;0;1
3;0;24;0;2;16.7;0;1
2;0;24;2;3;18.8;0;1
3;1;24;0;0;7.8;0;0
3;1;24;0;0;7.5;0;0
3;1;24;2;0;24.2;0;0
2;0;24;2;1;27;0;1
2;0;24;1;2;65;0;1
2;1;24;2;0;73.5;0;0
3;1;24;1;0;16.1;0;0
3;1;24;0;0;9.5;0;0
2;1;24;0;0;13;0;0
3;1;25;0;0;8.1;0;0
3;1;25;0;0;7.7;0;0
2;1;25;0;0;13;0;0
3;0;25;0;0;7.8;0;0
3;1;25;1;0;7.8;0;1
3;1;25;0;0;0;0;1
2;1;25;0;0;13;0;0
3;1;25;1;0;17.8;0;0
3;1;25;1;0;7.8;0;0
1;0;25;1;2;151.6;0;0
2;0;25;1;1;30;0;1
2;1;25;0;0;13;0;0
2;1;25;1;0;26;0;0
3;0;25;1;0;7.9;0;0
3;1;25;0;0;7.1;0;0
3;1;25;0;0;7.3;0;0
3;1;25;0;0;7.9;0;0
2;0;25;0;1;26;0;1
3;1;25;0;0;7.1;0;0
3;0;26;0;0;7.9;0;1
3;1;26;2;0;8.7;0;0
3;1;26;1;2;20.6;0;0
3;1;26;0;0;7.8;0;0
1;0;26;0;0;78.9;0;1
2;0;26;1;1;26;0;0
3;0;26;0;0;7.9;0;1
3;1;26;0;0;8.1;0;0
3;1;26;0;0;56.5;0;1
3;0;26;1;0;16.1;0;0
2;1;26;0;0;10.5;0;0
3;1;26;0;0;7.9;0;0
3;1;26;1;0;7.9;0;0
3;1;26;0;0;7.9;0;0
3;1;26;0;0;7.9;0;0
3;0;27;0;2;11.1;0;1
2;0;27;1;0;21;0;0
3;1;27;0;0;7.8;0;1
3;0;27;0;0;7.9;0;1
2;1;27;0;0;13;0;0
3;1;27;0;0;7.9;0;0
2;1;27;0;0;26;0;0
1;1;27;0;0;30.5;0;1
2;0;27;0;0;10.5;0;1
1;1;27;1;0;53.1;0;1
3;1;27;0;0;7;0;1
3;1;27;0;0;8.7;0;1
3;0;27;0;1;12.5;0;1
2;1;27;0;0;13;0;0
1;1;28;0;0;35.5;0;1
1;1;28;0;0;47.1;0;0
3;0;28;0;0;7.9;0;0
3;1;28;0;0;7.9;0;0
3;1;28;0;0;56.5;0;0
3;1;28;0;0;9.5;0;0
3;1;28;0;0;7.9;0;0
3;1;28;0;0;7.9;0;0
2;1;28;0;0;13;0;0
3;1;28;0;0;9.5;0;0
3;1;28;2;0;7.9;0;0
2;0;28;0;0;12.7;0;1
3;1;28;1;0;15.9;0;0
3;0;28;1;1;14.4;0;0
2;0;28;1;0;26;0;1
1;1;28;0;0;26.6;0;1
2;0;28;0;0;13;0;1
3;1;28;0;0;22.5;0;0
2;1;28;0;0;13.5;0;0
2;0;28;0;0;13;0;1
3;1;28;0;0;7.8;0;0
2;1;28;0;1;33;0;0
2;1;28;0;0;10.5;0;0
3;1;29;0;0;16.1;0;0
2;0;29;1;0;26;0;1
2;0;29;0;0;10.5;0;1
3;1;29;0;0;9.5;0;1
3;1;29;0;0;8.1;0;0
2;1;29;1;0;21;0;0
2;0;29;1;0;26;0;1
3;1;29;0;0;7.8;0;0
2;1;29;0;0;10.5;0;0
3;0;29;1;1;10.5;0;0
1;1;29;1;0;66.6;0;0
3;1;29;0;0;7.9;0;0
3;1;29;1;0;7;0;0
3;0;29;0;4;21.1;0;0
3;1;29;0;0;9.5;0;0
1;0;29;0;0;211.3;0;1
1;1;29;0;0;30;0;0
2;1;3;1;1;26;0;1
3;1;3;4;2;31.4;0;1
3;1;3;1;1;15.9;0;1
3;0;3;3;1;21.1;0;0
2;1;3;1;1;18.8;0;1
3;0;30;0;0;12.5;0;1
3;1;30;0;0;8.1;0;0
2;1;30;0;0;13;0;0
2;1;30;0;0;13;0;0
2;1;30;0;0;10.5;0;0
3;1;30;1;0;16.1;0;0
1;0;30;0;0;86.5;0;1
3;1;30;0;0;9.5;0;1
3;1;30;0;0;7.3;0;0
2;1;30;0;0;13;0;0
3;1;30;0;0;8.1;0;0
1;0;30;0;0;93.5;0;1
3;0;30;0;0;8.7;0;0
3;1;30;0;0;7.9;0;0
2;0;30;3;0;21;0;1
2;0;30;0;0;13;0;1
3;0;30;1;1;24.2;0;0
3;1;31;0;0;8.1;0;0
3;0;31;1;0;18;0;0
1;0;31;0;2;164.9;0;1
3;0;31;1;1;20.5;0;1
3;0;31;0;0;7.9;0;0
2;1;31;0;0;10.5;0;0
2;1;31;1;1;26.3;0;0
1;1;31;1;0;52;0;0
2;1;31;0;0;13;0;1
1;1;31;1;0;57;0;1
3;1;31;0;0;7.9;0;1
3;0;31;0;0;8.7;0;1
2;0;31;1;1;26.3;0;1
3;1;31;0;0;7.8;0;0
1;1;31;0;0;50.5;0;0
2;1;32;0;0;10.5;0;0
3;1;32;0;0;56.5;0;1
2;0;32;0;0;13;0;1
3;1;32;1;0;15.9;0;0
3;1;32;0;0;7.9;0;0
3;1;32;0;0;8.1;0;1
3;1;32;0;0;7.9;0;0
2;1;32;1;0;26;0;1
3;1;32;0;0;7.9;0;1
3;1;32;0;0;7.9;0;1
3;1;32;0;0;7.9;0;0
2;1;32;2;0;73.5;0;0
3;1;32;0;0;8.4;0;0
3;1;32;0;0;56.5;0;1
2;0;33;0;0;13;0;1
3;0;33;3;0;15.9;0;1
3;1;33;0;0;8.7;0;0
2;1;33;0;0;12.3;0;0
2;0;33;1;2;27.8;0;1
2;0;33;0;2;26;0;1
3;1;33;1;1;20.5;0;0
3;1;33;0;0;7.8;0;0
3;1;33;0;0;9.5;0;0
1;0;33;0;0;86.5;0;1
1;0;33;1;0;53.1;0;1
1;1;33;0;0;5;0;0
3;1;33;0;0;7.9;0;0
2;1;34;0;0;13;0;1
2;0;34;0;1;23;0;1
2;1;34;1;0;26;0;0
3;1;34;0;0;6.5;0;0
2;1;34;1;0;21;0;0
2;0;34;1;1;32.5;0;1
1;1;34;0;0;26.6;0;1
3;1;34;0;0;8.1;0;0
2;1;34;1;0;21;0;0
2;0;34;0;0;10.5;0;1
2;0;34;0;0;13;0;1
3;1;34;1;1;14.4;0;0
2;1;34;0;0;13;0;0
3;1;34;0;0;8.1;0;0
2;1;34;0;0;13;0;0
1;0;35;1;0;53.1;0;1
3;1;35;0;0;8.1;0;0
2;1;35;0;0;26;0;0
2;0;35;0;0;21;0;1
1;0;35;1;0;83.5;0;1
1;0;35;0;0;135.6;0;1
3;0;35;1;1;20.3;0;1
3;1;35;0;0;7.1;0;0
1;0;35;1;0;52;0;1
1;0;35;1;0;90;0;1
3;1;35;0;0;7.1;0;0
3;1;35;0;0;8.1;0;0
1;1;35;0;0;26.3;0;1
2;1;35;0;0;10.5;0;0
3;1;36;0;0;0;0;0
3;1;36;0;0;7.9;0;0
2;1;36;0;0;10.5;0;0
2;0;36;0;0;13;0;1
2;1;36;0;0;13;0;0
2;0;36;0;0;13;0;1
1;1;36;1;2;120;0;1
2;1;36;1;2;27.8;0;0
1;1;36;0;0;26.3;0;1
2;0;36;1;0;26;0;1
1;0;36;0;2;71;0;1
3;0;36;1;0;17.4;0;1
1;1;36;0;0;26.4;0;1
3;1;36;1;1;24.2;0;0
3;1;36;1;0;15.6;0;0
3;1;36;0;0;7.5;0;0
1;1;36;1;0;78.9;0;0
1;0;36;1;2;120;0;1
2;1;37;0;2;26;0;0
3;1;37;2;0;7.9;0;0
1;1;37;1;0;53.1;0;0
1;1;37;1;1;52.6;0;1
3;0;37;0;0;9.6;0;0
2;1;37;1;0;26;0;0
3;0;38;1;5;31.4;0;1
3;1;38;0;0;7.9;0;0
1;1;38;1;0;90;0;1
1;1;38;0;1;153.5;0;0
2;0;38;0;0;13;0;0
3;1;38;0;0;7.1;0;0
3;1;38;0;0;8.7;0;0
1;1;38;0;0;0;0;0
3;1;39;1;5;31.3;0;0
3;1;39;0;0;7.9;0;1
3;1;39;0;0;7.9;0;0
1;0;39;1;1;79.7;0;1
1;0;39;1;0;55.9;0;1
3;0;39;1;5;31.3;0;0
2;1;39;0;0;26;0;0
2;1;39;0;0;13;0;0
1;1;39;0;0;0;0;0
2;1;39;0;0;13;0;0
3;1;39;0;0;24.2;0;0
3;0;4;1;1;16.7;0;1
3;1;4;3;2;27.9;0;0
3;0;4;0;2;22;0;1
1;1;4;0;2;81.9;0;1
2;0;4;2;1;39;0;1
2;0;4;1;1;23;0;1
3;1;4;4;2;31.3;0;0
3;1;4;1;1;11.1;0;1
3;0;40;1;0;9.5;0;0
2;0;40;0;0;15.8;0;1
1;1;40;0;0;0;0;0
2;0;40;0;0;13;0;1
3;1;40;1;4;27.9;0;0
3;1;40;0;0;7.9;0;0
1;0;40;0;0;153.5;0;1
2;0;40;1;1;39;0;1
3;1;41;0;2;14.5;0;0
3;0;41;0;2;20.2;0;0
2;0;41;0;1;19.5;0;1
3;0;41;0;5;39.7;0;0
3;1;41;0;0;7.1;0;0
3;1;41;2;0;14.1;0;0
1;1;42;1;0;52;0;0
2;1;42;0;0;13;0;0
3;1;42;0;1;8.4;0;0
2;1;42;1;0;27;0;0
2;1;42;0;0;13;0;1
3;1;42;0;0;8.7;0;0
2;0;42;1;0;26;0;1
1;1;42;1;0;52.6;0;1
3;1;42;0;0;7.7;0;0
1;1;42;0;0;26.3;0;1
3;1;42;0;0;7.6;0;0
2;0;42;0;0;13;0;1
2;1;43;1;1;26.3;0;0
3;1;43;0;0;8.1;0;0
3;0;43;1;6;46.9;0;0
1;0;43;0;1;211.3;0;1
3;1;43;0;0;6.5;0;0
3;1;44;0;1;16.1;0;0
2;1;44;1;0;26;0;0
